名前,No/ぜんこく,No/セントラル,タイプ/0,タイプ/1,進化/0/Lv,進化/0/名前,進化/1/Lv,進化/1/名前,進化/2/Lv,進化/2/名前,種族値/H,種族値/A,種族値/B,種族値/C,種族値/D,種族値/S,種族値/平均,種族値/合計,努力値/H,努力値/A,努力値/B,努力値/C,努力値/D,努力値/S,隠しデータ/捕獲率,隠しデータ/初期なつき,隠しデータ/オス率,隠しデータ/メス率,タマゴ/歩数,タマゴ/グループ/0,タマゴ/グループ/1,特性/通常/0/名前,特性/通常/0/説明,特性/隠れ/名前,特性/隠れ/説明,特性/通常/1/名前,特性/通常/1/説明,No/マウンテン/str,No/マウンテン/num,No/ホウエン/str,No/ホウエン/num,No/コースト/str,No/コースト/num,進化/3/Lv,進化/3/名前,進化/4/Lv,進化/4/名前,進化/5/Lv,進化/5/名前,進化/6/Lv,進化/6/名前,進化/7/Lv,進化/7/名前,進化/8/Lv,進化/8/名前,特性/通常/2/名前,特性/通常/2/説明
メガメタグロス,376,,はがね,エスパー,1,ダンバル,20,メタング,45,メタグロス,80,145,150,105,110,110,116.7,700,0,0,3,0,0,0,3,35,,,10240,鉱物 (性別不明),,かたいツメ,直接攻撃する技の威力が1.3倍になる。,,,,,,,201,201,,,,,,,,,,,,,,,,
レジロック,377,,いわ,,,,,,,,80,100,200,50,100,50,96.7,580,0,0,3,0,0,0,3,35,,,20480,タマゴ未発見,,クリアボディ,相手の『のうりょく』ランクを下げる技や特性の効果を受けない。,がんじょう,HPが最大の時、『ひんし』状態になるダメージを受けても必ず1残る。また、一撃で『ひんし』になる技『じわれ』『ぜったいれいど』『つのドリル』『ハサミギロチン』を受けない。,,,,,202,202,,,,,,,,,,,,,,,,
レジアイス,378,,こおり,,,,,,,,80,50,100,100,200,50,96.7,580,0,0,0,0,3,0,3,35,,,20480,タマゴ未発見,,クリアボディ,相手の『のうりょく』ランクを下げる技や特性の効果を受けない。,アイスボディ,天気が『あられ』の時、ダメージを受けず、毎ターン終了時にHPが最大HPの1/16回復する。,,,,,203,203,,,,,,,,,,,,,,,,
レジスチル,379,,はがね,,,,,,,,80,75,150,75,150,50,96.7,580,0,0,2,0,1,0,3,35,,,20480,タマゴ未発見,,クリアボディ,相手の『のうりょく』ランクを下げる技や特性の効果を受けない。,ライトメタル,自分の『おもさ』が半分になる。(技『けたぐり』『くさむすび』対策などで有効),,,,,204,204,,,,,,,,,,,,,,,,
ラティアス,380,,ドラゴン,エスパー,,,,,,,80,80,90,110,130,110,100,600,0,0,0,0,3,0,3,90,,100,30720,タマゴ未発見,,ふゆう,『じめん』タイプの技を受けない。,,,,,,,205,205,,,,,,,,,,,,,,,,
メガラティアス,380,,ドラゴン,エスパー,,,,,,,80,100,120,140,150,110,116.7,700,0,0,0,0,3,0,3,90,,100,30720,タマゴ未発見,,ふゆう,『じめん』タイプの技を受けない。,,,,,,,205,205,,,,,,,,,,,,,,,,
ラティオス,381,,ドラゴン,エスパー,,,,,,,80,90,80,130,110,110,100,600,0,0,0,3,0,0,3,90,100,,30720,タマゴ未発見,,ふゆう,『じめん』タイプの技を受けない。,,,,,,,206,206,,,,,,,,,,,,,,,,
メガラティオス,381,,ドラゴン,エスパー,,,,,,,80,130,100,160,120,110,116.7,700,0,0,0,3,0,0,3,90,100,,30720,タマゴ未発見,,ふゆう,『じめん』タイプの技を受けない。,,,,,,,206,206,,,,,,,,,,,,,,,,
カイオーガ,382,,みず,,,,,,,,100,100,90,150,140,90,111.7,670,0,0,0,3,0,0,5,0,,,30720,タマゴ未発見,,あめふらし,戦闘に出ると5ターンの間、天気が『あめ』になる。,,,,,,,207,207,,,,,,,,,,,,,,,,
ゲンシカイオーガ,382,,みず,,,,,,,,100,150,90,180,160,90,128.3,770,0,0,0,3,0,0,5,0,,,30720,タマゴ未発見,,はじまりのうみ,戦闘に出ている間、天気が『つよいあめ』になる。通常の天気『あめ』状態に加えて、『ほのお』タイプの攻撃技が無効になる。また、技『あまごい』『にほんばれ』『すなあらし』『あられ』が失敗し、特性『あめふらし』『ひでり』『すなおこし』『ゆきふらし』が発動しなくなる。,,,,,,,207,207,,,,,,,,,,,,,,,,
グラードン,383,,じめん,,,,,,,,100,150,140,100,90,90,111.7,670,0,3,0,0,0,0,5,0,,,30720,タマゴ未発見,,ひでり,戦闘に出ると5ターンの間、天気が『ひざしがつよい』になる。,,,,,,,208,208,,,,,,,,,,,,,,,,
ゲンシグラードン,383,,じめん,ほのお,,,,,,,100,180,160,150,90,90,128.3,770,0,3,0,0,0,0,5,0,,,30720,タマゴ未発見,,おわりのだいち,戦闘に出ている間、天気が『ひざしがとてもつよい』になる。通常の天気『ひざしがつよい』状態に加えて、『みず』タイプの攻撃技が無効になる。また、技『あまごい』『にほんばれ』『すなあらし』『あられ』が失敗し、特性『あめふらし』『ひでり』『すなおこし』『ゆきふらし』が発動しなくなる。,,,,,,,208,208,,,,,,,,,,,,,,,,
レックウザ,384,,ドラゴン,ひこう,,,,,,,105,150,90,150,90,95,113.3,680,0,2,0,1,0,0,3,0,,,30720,タマゴ未発見,,エアロック,全てのポケモンに対しての天気の影響がなくなる。,,,,,,,209,209,,,,,,,,,,,,,,,,
メガレックウザ,384,,ドラゴン,ひこう,,,,,,,105,180,100,180,100,115,130,780,0,2,0,1,0,0,3,0,,,30720,タマゴ未発見,,デルタストリーム,戦闘に出ている間、天気が『らんきりゅう』になる。『ひこう』タイプのポケモンの弱点となるタイプの技のダメージが通常のダメージになる。また、ごく一部のポケモンを除いて天気を他の状態に変えることができなくなり、技『あまごい』『にほんばれ』『すなあらし』『あられ』が失敗し、特性『あめふらし』『ひでり』『すなおこし』『ゆきふらし』が発動しなくなる。,,,,,,,209,209,,,,,,,,,,,,,,,,
ジラーチ,385,,はがね,エスパー,,,,,,,100,100,100,100,100,100,100,600,3,0,0,0,0,0,3,100,,,30720,タマゴ未発見,,てんのめぐみ,技の追加効果の発生率が2倍になる。,,,,,,,210,210,,,,,,,,,,,,,,,,
デオキシス(ノーマルフォルム),386,,エスパー,,,,,,,,50,150,50,150,50,150,100,600,0,1,0,1,0,1,3,0,,,30720,タマゴ未発見,,プレッシャー,技を受けた時、技のPPを2減らす。／レベルの高い野生のポケモンと出会いやすくなる。,,,,,,,211,211,,,,,,,,,,,,,,,,
デオキシス(アタックフォルム),386,,エスパー,,,,,,,,50,180,20,180,20,150,100,600,0,2,0,1,0,0,3,0,,,30720,タマゴ未発見,,プレッシャー,技を受けた時、技のPPを2減らす。／レベルの高い野生のポケモンと出会いやすくなる。,,,,,,,211,211,,,,,,,,,,,,,,,,
デオキシス(ディフェンスフォルム),386,,エスパー,,,,,,,,50,70,160,70,160,90,100,600,0,0,2,0,1,0,3,0,,,30720,タマゴ未発見,,プレッシャー,技を受けた時、技のPPを2減らす。／レベルの高い野生のポケモンと出会いやすくなる。,,,,,,,211,211,,,,,,,,,,,,,,,,
デオキシス(スピードフォルム),386,,エスパー,,,,,,,,50,95,90,95,90,180,100,600,0,0,0,0,0,3,3,0,,,30720,タマゴ未発見,,プレッシャー,技を受けた時、技のPPを2減らす。／レベルの高い野生のポケモンと出会いやすくなる。,,,,,,,211,211,,,,,,,,,,,,,,,,
ナエトル,387,,くさ,,1,ナエトル,18,ハヤシガメ,32,ドダイトス,55,68,64,45,55,31,53,318,0,1,0,0,0,0,45,70,87.5,12.5,5120,怪獣,植物,しんりょく,HPが1/3以下の時、『くさ』タイプの技の威力が1.5倍になる。,シェルアーマー,自分への攻撃は急所に当たらない。,,,,,,,,,,,,,,,,,,,,,,
ハヤシガメ,388,,くさ,,1,ナエトル,18,ハヤシガメ,32,ドダイトス,75,89,85,55,65,36,67.5,405,0,1,1,0,0,0,45,70,87.5,12.5,5120,怪獣,植物,しんりょく,HPが1/3以下の時、『くさ』タイプの技の威力が1.5倍になる。,シェルアーマー,自分への攻撃は急所に当たらない。,,,,,,,,,,,,,,,,,,,,,,
ドダイトス,389,,くさ,じめん,1,ナエトル,18,ハヤシガメ,32,ドダイトス,95,109,105,75,85,56,87.5,525,0,2,1,0,0,0,45,70,87.5,12.5,5120,怪獣,植物,しんりょく,HPが1/3以下の時、『くさ』タイプの技の威力が1.5倍になる。,シェルアーマー,自分への攻撃は急所に当たらない。,,,,,,,,,,,,,,,,,,,,,,
ヒコザル,390,,ほのお,,1,ヒコザル,14,モウカザル,36,ゴウカザル,44,58,44,58,44,61,51.5,309,0,0,0,0,0,1,45,70,87.5,12.5,5120,陸上,人型,もうか,HPが1/3以下の時、『ほのお』タイプの技の威力が1.5倍になる。,てつのこぶし,パンチ系の技『アームハンマー』『かみなりパンチ』『きあいパンチ』『グロウパンチ』『コメットパンチ』『シャドーパンチ』『スカイアッパー』『ドレインパンチ』『ばくれつパンチ』『バレットパンチ』『ピヨピヨパンチ』『ほのおのパンチ』『マッハパンチ』『メガトンパンチ』『れいとうパンチ』『れんぞくパンチ』の威力が1.2倍になる。,,,,,,,,,,,,,,,,,,,,,,
モウカザル,391,,ほのお,かくとう,1,ヒコザル,14,モウカザル,36,ゴウカザル,64,78,52,78,52,81,67.5,405,0,0,0,1,0,1,45,70,87.5,12.5,5120,陸上,人型,もうか,HPが1/3以下の時、『ほのお』タイプの技の威力が1.5倍になる。,てつのこぶし,パンチ系の技『アームハンマー』『かみなりパンチ』『きあいパンチ』『グロウパンチ』『コメットパンチ』『シャドーパンチ』『スカイアッパー』『ドレインパンチ』『ばくれつパンチ』『バレットパンチ』『ピヨピヨパンチ』『ほのおのパンチ』『マッハパンチ』『メガトンパンチ』『れいとうパンチ』『れんぞくパンチ』の威力が1.2倍になる。,,,,,,,,,,,,,,,,,,,,,,
ゴウカザル,392,,ほのお,かくとう,1,ヒコザル,14,モウカザル,36,ゴウカザル,76,104,71,104,71,108,89,534,0,1,0,1,0,1,45,70,87.5,12.5,5120,陸上,人型,もうか,HPが1/3以下の時、『ほのお』タイプの技の威力が1.5倍になる。,てつのこぶし,パンチ系の技『アームハンマー』『かみなりパンチ』『きあいパンチ』『グロウパンチ』『コメットパンチ』『シャドーパンチ』『スカイアッパー』『ドレインパンチ』『ばくれつパンチ』『バレットパンチ』『ピヨピヨパンチ』『ほのおのパンチ』『マッハパンチ』『メガトンパンチ』『れいとうパンチ』『れんぞくパンチ』の威力が1.2倍になる。,,,,,,,,,,,,,,,,,,,,,,
ポッチャマ,393,,みず,,1,ポッチャマ,16,ポッタイシ,36,エンペルト,53,51,53,61,56,40,52.3,314,0,0,0,1,0,0,45,70,87.5,12.5,5120,水中1,陸上,げきりゅう,HPが1/3以下の時、『みず』タイプの技の威力が1.5倍になる。,まけんき,相手の技や特性で『のうりょく』ランクが下がった時、自分の『こうげき』ランクが2段階上がる。,,,,,,,,,,,,,,,,,,,,,,
ポッタイシ,394,,みず,,1,ポッチャマ,16,ポッタイシ,36,エンペルト,64,66,68,81,76,50,67.5,405,0,0,0,2,0,0,45,70,87.5,12.5,5120,水中1,陸上,げきりゅう,HPが1/3以下の時、『みず』タイプの技の威力が1.5倍になる。,まけんき,相手の技や特性で『のうりょく』ランクが下がった時、自分の『こうげき』ランクが2段階上がる。,,,,,,,,,,,,,,,,,,,,,,
エンペルト,395,,みず,はがね,1,ポッチャマ,16,ポッタイシ,36,エンペルト,84,86,88,111,101,60,88.3,530,0,0,0,3,0,0,45,70,87.5,12.5,5120,水中1,陸上,げきりゅう,HPが1/3以下の時、『みず』タイプの技の威力が1.5倍になる。,まけんき,相手の技や特性で『のうりょく』ランクが下がった時、自分の『こうげき』ランクが2段階上がる。,,,,,,,,,,,,,,,,,,,,,,
ムックル,396,,ノーマル,ひこう,1,ムックル,14,ムクバード,34,ムクホーク,40,55,30,30,30,60,40.8,245,0,0,0,0,0,1,255,70,50,50,3840,飛行,,するどいめ,命中率ランクが下がらない。相手の回避率ランクが上がっていても、影響を受けない。／レベルの低い野生のポケモンと出会いにくくなる。,すてみ,技『アフロブレイク』『ウッドハンマー』『じごくぐるま』『すてみタックル』『とっしん』『とびげり』『とびひざげり』『もろはのずつき』『フレアドライブ』『ブレイブバード』『ボルテッカー』『ワイルドボルト』の威力が1.2倍になる。,,,,,,,099,99,,,,,,,,,,,,,,
ムクバード,397,,ノーマル,ひこう,1,ムックル,14,ムクバード,34,ムクホーク,55,75,50,40,40,80,56.7,340,0,0,0,0,0,2,120,70,50,50,3840,飛行,,いかく,戦闘に出たときに相手の『こうげき』ランクを1段階下げる。／レベルの低い野生のポケモンと出会いにくくなる。,すてみ,技『アフロブレイク』『ウッドハンマー』『じごくぐるま』『すてみタックル』『とっしん』『とびげり』『とびひざげり』『もろはのずつき』『フレアドライブ』『ブレイブバード』『ボルテッカー』『ワイルドボルト』の威力が1.2倍になる。,,,,,,,100,100,,,,,,,,,,,,,,
ムクホーク,398,,ノーマル,ひこう,1,ムックル,14,ムクバード,34,ムクホーク,85,120,70,50,60,100,80.8,485,0,3,0,0,0,0,45,70,50,50,3840,飛行,,いかく,戦闘に出たときに相手の『こうげき』ランクを1段階下げる。／レベルの低い野生のポケモンと出会いにくくなる。,すてみ,技『アフロブレイク』『ウッドハンマー』『じごくぐるま』『すてみタックル』『とっしん』『とびげり』『とびひざげり』『もろはのずつき』『フレアドライブ』『ブレイブバード』『ボルテッカー』『ワイルドボルト』の威力が1.2倍になる。,,,,,,,101,101,,,,,,,,,,,,,,
ビッパ,399,038,ノーマル,,1,ビッパ,15,ビーダル,,,59,45,40,35,40,31,41.7,250,1,0,0,0,0,0,255,70,50,50,3840,水中1,陸上,たんじゅん,『のうりょく』ランクの変化が2倍になる。,ムラっけ,ターン終了時、いずれかの『のうりょく』ランクが2段階上がり、別の『のうりょく』ランクが1段階下がる。,てんねん,相手の『のうりょく』ランクの変化の影響を受けない。,,,,,,,,,,,,,,,,,,,,
ビーダル,400,039,ノーマル,みず,1,ビッパ,15,ビーダル,,,79,85,60,55,60,71,68.3,410,0,2,0,0,0,0,127,70,50,50,3840,水中1,陸上,たんじゅん,『のうりょく』ランクの変化が2倍になる。,ムラっけ,ターン終了時、いずれかの『のうりょく』ランクが2段階上がり、別の『のうりょく』ランクが1段階下がる。,てんねん,相手の『のうりょく』ランクの変化の影響を受けない。,,,,,,,,,,,,,,,,,,,,
コロボーシ,401,,むし,,1,コロボーシ,10,コロトック,,,37,25,41,25,41,25,32.3,194,0,0,1,0,0,0,255,70,50,50,3840,虫,,だっぴ,ターンごとに1/3の確率で状態異常が治る。,にげあし,野生のポケモンとの戦闘の場合、必ず逃げられる。,,,,,,,,,,,,,,,,,,,,,,
コロトック,402,,むし,,1,コロボーシ,10,コロトック,,,77,85,51,55,51,65,64,384,0,2,0,0,0,0,45,70,50,50,3840,虫,,むしのしらせ,HPが1/3以下の時、『むし』タイプの技の威力が1.5倍になる。,テクニシャン,威力が60以下の技の威力が1.5倍になる。威力の変動する技や、威力が修正された場合も影響する。,,メトロノーム,,,,,,,,,,,,,,,,,,,,
コリンク,403,,でんき,,1,コリンク,15,ルクシオ,30,レントラー,45,65,34,40,34,45,43.8,263,0,1,0,0,0,0,235,70,50,50,5120,陸上,,とうそうしん,性別が同じ相手に対しては『こうげき』『とくこう』が1.25倍になるが、異なる場合は0.75倍になる。性別のないポケモンの場合は効果がない。,こんじょう,状態異常の時、『こうげき』が1.5倍になる。またその時、『やけど』状態による『こうげき』半減の効果を受けない。,いかく,戦闘に出たときに相手の『こうげき』ランクを1段階下げる。／レベルの低い野生のポケモンと出会いにくくなる。,,,,,,,,,,,,,,,,,,,,
